VARIETY,FIBER,MSTWT,POPN,TRS_TON,TCA,T_SPACRE
2009117,11.85878447,2.035064347,39152.41841,246.343527,39.8388454,9814.041688
2009118,12.00940114,2.28928097,34586.64103,224.9689719,39.58926956,8906.357272
2009119,12.36628858,1.948815955,39410.05001,229.342843,38.40146712,8807.101645
2009120,12.143927,2.1725906,37962.11322,201.3702255,41.23806517,8304.118482
2009121,11.99229046,2.167268166,37138.23572,225.1116479,40.24425801,9059.451239
2009122,12.45994597,2.130373242,40346.1896,198.9505311,42.97622137,8550.142066
2009123,12.12045408,2.214245639,37760.18683,226.989893,41.80516451,9489.349819
2009124,12.10196687,2.115384549,38809.17379,196.468015,41.0481633,8064.651162
2009125,12.17873856,2.16527525,36376.65851,237.7397854,39.38273917,9362.84396
2009126,11.98114751,2.192167404,37659.78895,200.9739957,41.27828089,8295.861046
2009127,11.74047777,2.125085131,38038.08114,202.4500052,40.41708032,8182.438121
2009129,12.59313663,2.021618302,39452.73891,229.6318769,39.87918952,9157.533139
2009130,12.0968202,2.188136923,40014.93893,199.5686596,43.77908267,8736.932847
2009131,12.3161923,1.966692465,38356.53582,249.8153034,37.71775499,9422.472406
2009800,11.85963729,2.068453035,39424.28326,253.8998963,40.77363918,10352.42276
2009801,12.269402,2.190251171,40631.60916,247.352164,44.49671477,11006.35869
2009802,12.08486283,2.280060928,39176.09718,248.391625,44.66194425,11093.65291
2009803,12.01345434,2.00220816,42464.67285,257.4036446,42.51155725,10942.62977
2009804,12.55450573,1.735050158,36341.43616,269.9468119,31.52710728,8510.642097
2009805,13.01558443,2.244111851,40303.45007,243.6239876,45.22272497,11017.34059
2009806,12.4071739,2.293053285,44228.4101,231.5718063,50.70905054,11742.78643
2009807,12.21320315,2.304806151,43402.94522,232.0651166,50.01768756,11607.3605
2009808,12.38601357,2.205365103,40142.92869,245.3001278,44.26490703,10858.18735
2009809,12.59894604,2.245979268,40722.07154,243.6031763,45.73046421,11140.08634
2009810,12.21600303,2.179690264,40775.01265,250.6826678,44.43844904,11139.94896
2009811,12.08266579,2.106666383,41948.57802,246.2064557,44.18582956,10878.83649
2009812,12.33896095,2.409920361,42229.97289,233.513218,50.88543576,11882.42185
2009813,12.21544786,2.22093021,41536.14352,242.4749984,46.12443798,11184.02302
2009814,11.7476362,2.136792114,40525.38124,255.6398761,43.29715753,11068.47999
2009815,12.164808,2.428422136,40736.79587,235.6122251,49.46306842,11654.10361
2009816,12.43145278,2.301912371,39233.83619,247.7848062,45.15642644,11189.07638
2009817,11.24480586,2.472863392,40316.45805,237.4321165,49.8485466,11835.64592
2009818,12.47101485,2.399468785,41741.37401,234.4061543,50.07856199,11738.72313
2009819,12.39694957,2.206359117,40900.79422,245.2584799,45.12092011,11066.28828
2009820,12.18248206,2.472121022,40786.72323,237.0691893,50.41485796,11951.8095
2009821,11.8897886,2.424504543,43018.17593,231.2550341,52.14888149,12059.69137
2009822,12.53936483,2.27512736,40245.35943,247.7602132,45.78165918,11342.87364
2009823,12.13521107,2.367745322,44075.51431,238.0701697,52.17979641,12422.45299
2009824,12.60388163,2.276476996,40192.28498,247.101563,45.74840609,11304.50265
2009825,12.22499837,2.167722914,41545.67647,248.2615571,45.02975743,11179.1577
2009826,12.05168096,2.320837379,43789.93134,240.5009977,50.81465474,12220.97516
2009827,11.67539857,2.240170783,41443.87486,245.1197678,46.4206788,11378.62601
2009828,12.07622062,2.137137362,47404.34911,237.8013249,50.6548028,12045.77922
2009829,11.93418985,2.314888949,40539.06337,237.7760299,46.9217149,11156.85908
2009830,11.97397811,2.294209142,44506.6384,232.9791294,51.05376835,11894.4625
2009831,11.84683255,2.433963361,37500.91974,251.5160767,45.63793233,11478.67369
2009832,12.22531203,2.148000332,41207.12089,251.4037262,44.25645468,11126.23761
2009833,11.64997124,2.419104602,41027.3971,241.1772358,49.62478257,11968.36789
2009834,11.97381645,2.226423321,45727.4125,232.6405065,50.9042888,11842.39953
2009835,12.59443617,2.134764396,45344.07725,235.6013429,48.39946084,11402.97797
2009836,11.77716105,2.33386606,44736.71194,232.4281762,52.20474682,12133.85409
2009837,11.94036494,2.357914085,41907.91518,239.111821,49.40763174,11813.9488
2009839,12.15737204,2.172772482,45287.62853,232.0181538,49.19985652,11415.25988
2009840,12.15962112,1.787561111,34351.40749,276.9398791,30.70262007,8502.77989
2009841,12.19921184,2.227402563,40464.8005,246.2704669,45.06570017,11098.35102
2009842,12.19122019,2.300480968,43072.45395,233.1228125,49.54368028,11549.76209
2009843,11.54963443,2.348126816,44213.13718,233.6556267,51.90902652,12128.83612
2009844,12.50414873,2.488080989,40469.5992,230.4733524,50.3458202,11603.36996
2009846,12.17519303,2.123641763,41773.1497,253.7563092,44.35560264,11255.51402
2009847,12.97357402,2.285785088,39565.29558,246.7982384,45.21888132,11159.94025
2009848,12.47205925,2.255605899,39054.19127,244.4582513,44.0454321,10767.26931
2009849,12.21966872,2.384309493,43023.22673,242.2521185,51.29034396,12425.19448
2009850,12.15694316,2.261229947,40170.814,244.3313376,45.41772381,11096.97321
2009851,11.90008925,2.322524175,43412.78402,239.032843,50.4136202,12050.51096
2009852,12.23237055,2.103814721,47431.06576,231.2839195,49.89308719,11539.46876
2009853,12.22471237,2.249417103,40616.81981,246.4772187,45.68208458,11259.59315
2009854,12.22647041,2.292881807,40236.63286,244.9499943,46.12892173,11299.27911
2009855,12.17868547,2.335353159,43630.74237,237.090054,50.94659601,12078.9312
2009856,11.79253337,2.276375213,40236.35335,242.5982748,45.79651871,11110.15643
2009857,12.03506168,2.521044778,40596.31937,235.4925312,51.17256948,12050.75791
2009858,12.76347069,2.23568115,44905.90257,219.2559792,50.19763995,11006.1327
2009859,11.7569189,2.429546462,40075.34614,233.879534,48.68245771,11385.83052
2010132,12.47151812,2.02928776,36711.18358,242.6283718,37.24877775,9037.610296
2010133,12.57692164,2.055020375,38864.73309,242.8817597,39.93390918,9699.218134
2010134,12.2563374,2.108223324,41681.40184,206.5203212,43.93685177,9073.85274
2010135,12.03140764,2.239417305,39631.78344,210.5927644,44.37605083,9345.275218
2010136,12.38111965,1.988035376,43048.14582,217.6970795,42.79061838,9315.392651
2010137,12.26597216,2.113868155,42375.47203,217.0950755,44.78808044,9723.271704
2010138,12.24434086,2.170070002,38880.89343,236.5770928,42.18713024,9980.508626
2010139,12.27971181,2.075059903,42383.54998,211.621125,43.97420256,9305.870216
2010140,12.37101848,2.210152995,40477.19852,205.9363487,44.73040077,9211.61541
2010141,12.24598229,2.267939326,36638.78226,237.1349737,41.54726757,9852.310203
2010142,12.23852475,2.264807747,36502.24433,241.2197128,41.33528287,9970.885063
2010143,12.22947371,2.049489595,42349.03273,206.6719963,43.39695097,8968.93449
2010144,11.89109008,2.192738797,37650.22164,238.0945858,41.27855085,9828.199468
2010145,12.61049867,2.090769058,39027.63731,240.9458606,40.79888825,9830.32324
2010146,11.71172627,2.179205927,37579.04714,249.8954642,40.94624113,10232.27993
2010147,11.73892434,1.945365413,39321.42165,249.6152174,38.24726683,9547.099826
2010148,12.12509726,2.20936891,37843.35344,239.1412034,41.80496427,9997.289464
2010149,12.41097891,1.883740524,42456.62011,213.467354,39.98862791,8536.266589
2010150,12.54766167,2.129405233,37018.61795,240.9486997,39.41381939,9496.708532
2010151,12.08362675,2.135719777,38101.32159,236.843522,40.68687302,9636.422306
2010152,12.27833485,2.151327612,40561.34256,207.9172242,43.63036811,9071.505029
2010154,12.51724958,1.972917198,44254.28655,211.753156,43.65502151,9244.08858
2010155,11.95647159,2.074321357,40845.53886,205.6088628,42.3633868,8710.287784
2010156,12.09001662,2.199879545,38700.02909,244.1960163,42.56770119,10394.86305
2010157,11.86545797,2.194980432,42092.35889,209.5175709,46.19595205,9678.863659
2010158,12.22932757,2.199043366,39854.28271,217.3682569,43.820648,9525.217872
2010159,12.20463574,2.121800261,40731.41179,207.2282183,43.21196008,8954.737497
2010160,12.36176127,1.91167363,43638.36815,216.5360982,41.71115882,9031.971583
2010161,12.549105,2.082901425,39768.95503,209.2582923,41.41740655,8666.935766
2010162,12.08571091,2.098638517,40364.71103,212.9496533,42.35546865,9019.582364
2010163,12.27253243,2.124077724,38467.73431,241.913858,40.85422877,9883.204097
2010164,12.03881584,2.213880104,41961.10662,205.1262379,46.44842954,9527.791609
2010165,12.15133819,2.163742067,42084.35302,210.2598918,45.5298425,9573.099757
2010166,12.05705416,2.167952714,40205.06813,206.2630308,43.58134328,8989.219952
2010900,12.09362808,2.247621612,38414.4703,260.7655034,43.17059683,11257.40241
2010901,12.59975649,2.193655268,40136.84121,255.2269809,44.02319658,11235.90755
2010902,12.52985205,2.389110104,43812.84424,251.9239268,52.33685443,13184.90588
2010903,12.16091112,1.997643529,48686.01663,240.5139748,48.62865304,11695.87063
2010904,12.20921241,2.392155494,41593.70277,246.4216462,49.7493023,12259.30497
2010905,12.35710923,2.417043043,42750.87081,246.9690926,51.66534744,12759.74398
2010906,12.05117603,2.501044825,41397.9218,258.3636042,51.76902904,13375.23293
2010907,12.57701412,2.383023374,42924.27623,249.5387572,51.14477678,12762.60404
2010908,12.28700089,2.186545209,38919.07288,256.3122522,42.54915617,10905.87005
2010909,12.39635285,2.125213344,38782.24374,257.180823,41.21027095,10598.4914
2010910,12.45811372,2.200072193,45387.11902,251.7180718,49.92746924,12567.64629
2010911,11.70538884,2.449871829,40883.76263,251.2898244,50.07998917,12584.59168
2010912,12.30770514,2.119089613,40636.35031,256.6451444,43.05603393,11050.12204
2010913,12.26438235,2.193975821,45143.4156,250.142646,49.52178115,12387.50937
2010914,12.13343432,2.142240873,46868.90388,254.3826737,50.20224078,12770.58024
2010915,11.81383857,2.158498239,39048.28862,255.649625,42.14283111,10773.79897
2010916,12.42153182,2.29976674,45453.21009,246.1877345,52.2658904,12867.22115
2010917,12.01413032,2.088456336,41406.02077,255.7860056,43.23733321,11059.50476
2010918,12.05378689,2.406097131,42072.73706,250.0198574,50.61554597,12654.89158
2010919,12.28358634,2.235712659,44257.39875,252.3704115,49.47341332,12485.62568
2010920,12.47980508,2.390172453,42575.82053,252.4576333,50.8817767,12845.49292
2010921,12.44811258,2.331270768,43526.31477,244.7645771,50.73581263,12418.32972
2010922,12.2652151,2.006649503,39671.27689,254.8807589,39.80317403,10145.0632
2010923,12.17853858,2.249904073,42835.27586,249.0678812,48.18763081,12001.99111
2010924,12.64613772,2.297473729,43506.458,249.1756659,49.97747215,12453.1699
2010925,12.35696161,2.055738604,36700.4546,255.7322146,37.72327065,9647.055546
2010926,12.00893719,2.195112346,44933.89832,253.3404795,49.31747748,12494.11339
2010927,12.22141301,2.032012994,39357.59321,261.1042958,39.98757041,10440.92641
2010928,11.92986596,2.309760627,44397.27018,250.239388,51.2735333,12830.65759
2010929,12.27127508,2.298659664,41968.38814,249.5185876,48.23552049,12035.65894
2010930,12.73227096,2.375204109,44976.1059,247.9040356,53.41371577,13241.4757
2010931,11.93550358,2.241963886,37207.62031,255.5847268,41.70907051,10660.20139
2010932,11.71905363,2.319935713,41855.97385,255.6084245,48.55158427,12410.19396
2010933,12.52816713,2.195280457,44881.85884,256.5958293,49.26413379,12640.97127
2010934,12.51007673,2.225261025,46097.39537,253.8657617,51.28936864,13020.61464
2010935,12.46351271,2.462717992,42630.09209,251.0650577,52.4929474,13179.14487
2010936,11.77022278,2.352579925,44379.07753,247.7780441,52.20266344,12934.67384
2010937,12.22011188,2.107651036,38849.42057,255.1213674,40.94051076,10444.79909
2010938,12.27715858,2.099804671,39949.34059,252.1789972,41.94290599,10577.11997
2010939,12.42437435,2.52379519,44183.70614,245.2257478,55.75531252,13672.63821
2010940,12.61133117,2.255460697,45487.32544,251.1027481,51.29743737,12880.92749
2011167,12.37578995,2.226510419,38119.18278,226.4538064,42.43637881,9609.879512
2011168,12.35581341,1.990960833,38040.59479,250.895887,37.86866715,9501.092833
2011169,12.48785186,2.193207951,37376.01653,228.925707,40.98668832,9382.9066
2011170,12.33297153,2.153483309,36656.41864,230.9231663,39.46949285,9114.420262
2011171,12.01091944,2.174764195,35964.52706,233.4331305,39.10718287,9128.912122
2011172,12.39529721,2.087364261,36202.23161,248.6908798,37.78362222,9396.442251
2011173,12.48758872,2.147046489,37831.04088,250.0522653,40.61250175,10155.24806
2011174,12.67976296,2.362412813,36559.07542,232.9865847,43.1838141,10061.24936
2011175,12.10196013,2.233543973,39067.12725,228.4006533,43.62907331,9964.908846
2011176,12.11747963,2.109110907,39373.29185,230.7006276,41.52131964,9578.9945
2011177,12.50738167,2.11150989,38465.80081,229.4501869,40.61045942,9318.077504
2011178,11.89715034,2.263567578,36730.65296,247.1502118,41.57115758,10274.3204
2011179,11.72083908,2.156480235,38603.28538,226.69604,41.62361096,9435.907776
2011180,11.46317681,2.089485197,39308.89285,248.6346184,41.06767486,10210.84567
2011181,12.03138431,2.333715234,36074.4529,227.2360446,42.09375015,9565.217285
2011182,12.22056455,2.319913205,37873.52252,225.5705468,43.93164251,9909.684622
2011183,12.03274717,1.928497109,30263.838,264.9339641,29.18186205,7731.266391
2011184,11.80572846,2.05107868,40811.10012,227.4900852,41.85338868,9521.230957
2011185,12.46893556,2.080802126,37981.08834,249.3884546,39.51556468,9854.725609
2011186,11.90447042,2.240556654,38877.55128,221.3656105,43.55367811,9641.286543
2011187,12.41475819,2.019760413,38120.8263,252.7624297,38.49746794,9730.713533
2011188,12.06022728,2.042954411,40116.8201,230.5139606,40.97841729,9446.097268
2011189,11.84492017,2.260921759,38055.65092,228.2876162,43.02042461,9821.030182
2011190,12.36722458,2.094276404,38632.78531,248.4279392,40.45386535,10049.8704
2011191,11.58365603,2.101732695,38919.61915,249.330517,40.89931802,10197.44811
2011500,12.15309615,2.290768426,44889.0033,248.8682515,51.41515572,12795.5999
2011501,12.06849084,2.28503281,39674.4982,250.8859064,45.32876505,11372.34831
2011502,12.31308982,2.205652378,44742.68201,248.5530608,49.34340149,12264.45347
2011503,12.22666093,2.265704021,44262.65461,252.9825083,50.14303727,12685.31134
2011504,12.33124256,2.167189768,40700.62316,252.1767661,44.10298703,11121.74865
2011505,12.45797823,2.061789784,41239.30211,258.9754942,42.51338589,11009.92512
2011506,12.10405272,2.149180136,40786.5966,263.0214756,43.82887161,11527.93449
2011507,11.87019493,2.390874538,42638.7567,256.1815524,50.97195886,13058.07555
2011508,12.38619201,2.242794231,39242.82505,259.8626681,44.00679082,11435.72208
2011509,12.35841747,2.251107636,39354.01112,260.3108803,44.29505747,11530.4854
2011510,12.33496961,2.104927365,40208.78949,260.0091121,42.31829066,11003.14118
2011511,12.26241749,2.185685862,35962.31497,256.5592306,39.3011617,10083.07581
2011512,11.8373304,2.013806614,37443.80344,260.8561795,37.70228951,9834.8752
2011513,12.41554365,2.335052048,42315.14657,251.3661579,49.40403483,12418.50242
2011514,12.29522686,2.439249435,42432.06757,254.5041644,51.75119842,13170.89551
2011515,12.15969518,2.097696286,33440.73302,267.7877677,35.07425073,9392.455306
2011516,12.22382842,2.244150063,39039.1033,263.9038071,43.80480307,11560.2543
2011517,12.01241523,2.232442345,39853.98315,257.2756102,44.4858598,11445.12673
2011518,12.42710903,2.189091359,40002.07337,258.1665669,43.78409658,11303.5899
2011519,11.93354609,2.280117155,38145.08234,259.6518283,43.48762831,11291.6422
2011520,12.20899017,2.179725488,38858.92287,260.9257271,42.35089231,11050.43737
2011521,12.13888641,2.282736732,38814.52706,256.4042669,44.30167333,11359.13807
2011522,12.29868168,2.355847202,43694.1592,254.2367022,51.46838135,13085.15154
2011523,12.00585479,2.453924398,41008.61241,252.4468004,50.31601726,12702.11757
2011524,12.29068489,2.273616187,38820.84032,259.7661039,44.13184547,11463.95756
2011525,11.95442639,2.313259625,42395.02208,252.65217,49.03534644,12388.88668
2011526,12.53780577,2.367072863,39132.99104,256.0018628,46.31532057,11856.80834
2011527,11.8585637,2.3571326,42325.98665,254.9393595,49.88398148,12717.39029
2011528,12.14545574,2.16796109,40412.23935,263.2186379,43.80608124,11530.57703
2011529,12.33193629,2.01832436,41026.29452,259.0769779,41.40218482,10726.35292
2011530,12.27001481,1.997643529,49033.41361,243.0220126,48.9756407,11902.15877
2011531,12.3090573,2.484813959,40225.57681,258.7301538,49.97653738,12930.4372
2011532,12.33785131,2.07641681,34085.11802,268.5891339,35.38745601,9504.686162
2011533,12.17251811,2.189586213,40500.64984,260.9492189,44.33983225,11570.44459
2011534,12.08873442,2.198778601,38635.69881,261.111783,42.47567389,11090.89894
2011535,12.30505246,2.167264436,44220.60372,253.7290461,47.91887089,12158.4094
2011536,12.5445544,2.231001493,38990.96469,264.1431026,43.49445022,11488.75903
2011537,12.24321282,2.345712793,38134.92643,256.097633,44.72679239,11454.42566
2011538,12.11738107,2.327121355,41631.46291,255.7036899,48.44073319,12386.47422
2011539,12.6346402,2.103311745,40605.49454,263.3098111,42.70300679,11244.12065
2011541,12.01162533,2.388143103,40637.32175,261.3105895,48.52386983,12679.80103
2011542,12.16806983,2.310389075,39123.97914,254.3685421,45.19580699,11496.39153
2011543,12.58480338,2.207399586,44594.53953,253.9365153,49.21898405,12498.4973
2011544,12.26188409,2.350997036,38544.41924,261.3672934,45.30890769,11842.26657
2011545,12.49174286,2.418449263,43254.54708,255.1051842,52.30446375,13343.13986
2011546,12.17175159,2.228808691,40022.78329,259.7480598,44.60156362,11585.16961
2011547,12.2918227,2.248249994,43710.92765,256.6541568,49.13654641,12611.09889
2011548,12.66710227,2.236864295,38713.55614,259.1767815,43.29848573,11221.96218
2011549,12.47659827,2.603459869,40332.92298,249.9425355,52.50257319,13122.62626
2011550,12.40033855,2.168884727,40288.00701,263.1136597,43.69002154,11495.44146
2011551,12.19137059,2.176368695,40490.40701,257.7764757,44.06102713,11357.89629
2011553,12.46557068,2.264448622,42556.90909,249.8282485,48.18396707,12037.7161
2011554,12.46029482,2.427195365,42337.77246,252.0089606,51.38102254,12948.47808
2011556,12.18265877,2.011091082,39091.72988,257.1851666,39.30851467,10109.56689
2011557,12.03200537,2.111142372,40124.41088,255.6315299,42.35417198,10827.06178
2011558,11.78950499,2.291760081,44668.76825,257.6366396,51.18504997,13187.14427
2011559,12.36356765,2.200587845,39401.89106,265.4950726,43.35366127,11510.18345
2011560,12.43304353,2.141203007,44934.67786,255.4774227,48.10713368,12290.28653
2011561,12.09701252,2.219129182,39523.01927,257.5790712,43.85334271,11295.70328
2011562,12.3537555,2.210354261,38101.53039,256.5485429,42.10894002,10802.98721
2011563,12.53002668,2.25120502,38829.91044,257.8594589,43.70704465,11270.27488
2011564,12.03347942,2.118534704,45630.46913,254.8963142,48.33486621,12320.37924
2011565,12.35472129,2.221371324,40169.95731,258.8940748,44.61619563,11550.86869
2011566,12.2624469,2.390921396,41773.73901,262.862673,49.93886319,13127.06307
2011567,12.24142792,2.07615671,41197.51614,260.40371,42.76624978,11136.49011
2011568,12.65153693,2.308313312,43997.13648,252.4824247,50.77958791,12820.95348
2011569,12.49520973,2.237395474,43704.22791,257.2911261,48.89182086,12579.43165
2011570,12.14078282,2.440563935,42158.19938,252.6685357,51.44489049,12998.50515
2011571,11.940559,2.369952958,37943.48536,257.0625615,44.96213768,11558.08228
2011572,12.173125,2.238839223,39688.88156,260.8836249,44.42851238,11590.67136
2011573,12.20830763,2.13444013,28547.51286,262.1445478,30.46647853,7986.621237
2011574,12.30616338,2.345985231,44193.78578,247.6770549,51.83898437,12839.32698
2011575,12.15460859,2.395157966,43344.00176,254.4347393,51.90786555,13207.16424
2011576,12.37835109,2.166390649,39546.80029,260.069261,42.83690917,11140.56331
2011577,12.13958929,2.371450529,42615.82483,248.3760749,50.53066017,12550.60703
2011578,12.14108274,2.420014194,43108.13841,253.2863777,52.16115341,13211.70961
2011579,12.3189836,2.535973218,40960.31876,243.7685721,51.93713569,12660.64141
2011580,12.30467415,2.56011283,36686.48379,251.768731,46.96076892,11823.2532
2011581,11.81628916,2.350656884,43368.16295,253.0638925,50.97183539,12899.13107
2011582,12.08469728,2.490084256,41008.25589,252.9503258,51.05700618,12914.88635
2011599,12.75507768,2.103512736,46075.71926,252.4204933,48.46043114,12232.40593
2012192,11.98664663,2.223117559,38413.63402,224.4186391,42.69901215,9582.454197
2012193,11.95746737,2.219138325,36330.17632,246.5950459,40.31084331,9940.454257
2012194,11.45839066,2.051262296,40862.73445,222.8281328,41.91009324,9338.747823
2012195,11.6959473,2.112133366,38465.20847,225.2327822,40.62182512,9149.36669
2012196,11.74720552,2.151998375,37050.59684,222.2988088,39.8664121,8862.25592
2012197,11.93621773,2.156105962,38662.98741,241.4806096,41.68074883,10065.09264
2012198,11.87046621,2.103106712,37741.84148,240.2345419,39.68756007,9534.322813
2012199,12.29169521,2.187303998,37014.54542,241.9059852,40.48103159,9792.603829
2012200,11.66088793,2.187549691,38766.71615,220.5716073,42.40205897,9352.690299
2012201,11.78802373,2.021934493,29250.72589,266.041885,29.57152581,7867.264469
2012202,12.15421488,2.102608094,36758.12899,250.4246258,38.64396977,9677.401668
2012203,11.92297532,2.282861033,36645.61911,219.6799436,41.82842795,9188.866693
2012204,11.85468585,2.223474947,38526.13854,219.6679538,42.83095192,9408.587568
2012205,11.90011549,2.023895868,38138.32114,221.7685439,38.59399528,8558.934137
2012206,12.36223013,2.156749817,38399.51043,224.6036577,41.40906855,9300.628257
2012207,11.75082351,2.054531545,39494.58218,226.2818432,40.57143247,9180.578521
2012208,12.27864438,2.144800738,39747.40129,219.0634959,42.62512781,9337.609511
2012209,11.85997071,2.016615581,40086.38767,222.3306021,40.41941698,8986.473314
2012210,12.01862163,2.182191582,39629.48158,220.5153155,43.23956055,9534.985337
2012211,12.00826288,2.026817887,36420.64496,224.7259035,36.90900733,8294.41002
2012212,12.09281272,2.097813336,38655.01016,225.4777012,40.54549791,9142.105662
2012213,11.61639357,2.171476813,38573.71726,225.559384,41.88096631,9446.644962
2012214,12.35813139,1.931969905,40752.86256,226.110257,39.366652,8901.203802
2012215,11.71924063,2.137212614,39286.26261,221.7891199,41.981548,9311.050584
2012216,12.61389975,2.168152698,40941.80015,217.2587395,44.38403723,9642.819982
2012217,12.33842878,2.11153257,39716.39593,222.4660153,41.93123178,9328.274052
2012218,12.59711196,2.238059705,38811.23161,234.1505382,43.43092678,10169.37488
2012219,12.03836808,2.019278819,37134.97816,217.4047419,37.49293742,8151.142383
2012220,11.98937422,1.95905212,40865.26722,221.9400722,40.02859419,8883.949085
2012221,12.36939832,1.99613771,42507.8483,217.8614557,42.42575948,9242.93772
2012222,12.56881737,1.847930413,41269.26604,226.6699212,38.13136592,8643.233708
2012223,12.53241172,2.033388541,40750.5035,226.9910461,41.43080343,9404.421411
2012224,11.77722499,2.120814512,39744.89783,212.5786704,42.14577805,8959.29346
2012225,12.72590791,2.075998334,38992.9123,227.6811058,40.47461049,9215.304072
2012227,12.52256425,2.280348289,34222.56103,247.5116784,39.01967924,9657.826301
2012228,12.44684552,1.962287559,41597.18003,215.9982043,40.81281443,8815.49463
2012229,12.15376049,2.13161968,38144.59486,240.5782358,40.65488454,9780.6804
2012230,11.62613082,2.23994334,37328.73629,237.5834929,41.80712712,9932.68329
2012231,11.73500587,2.250184816,38356.90803,227.4289438,43.15506602,9814.711084
2012232,12.11028773,2.187028688,37374.72086,237.0105649,40.86979336,9686.572812
2012600,12.25561874,2.404488948,40473.51376,258.1592438,48.65905826,12561.78568
2012601,12.60218395,2.141413911,41129.167,245.9861852,44.03728518,10832.56379
2012602,12.41852392,2.181929098,39071.06094,259.4715464,42.62514238,11060.01161
2012603,12.42437435,2.332228253,45652.49883,256.1006877,53.2360238,13633.7823
2012604,12.36128928,2.277892615,44883.53022,255.6002584,51.11993101,13066.26758
2012605,12.098868,2.255385943,39697.26572,252.1459963,44.76632754,11287.65026
2012606,12.26856887,2.148253224,41282.45674,250.1848167,44.34258539,11093.8416
2012607,11.8897886,2.453824219,41131.69291,257.9315733,50.46497212,13016.50965
2012608,11.79381533,2.510919337,41543.27107,254.3639588,52.15590133,13266.58154
2012609,11.88929727,2.262380622,38410.18759,256.7278745,43.44923205,11154.62899
2012610,11.85461812,2.294003226,38771.01625,253.5468074,44.47041818,11275.33255
2012611,12.20359517,2.280059916,38217.1996,256.5661106,43.56875245,11178.26536
2012612,12.47746376,2.168464151,39117.02531,251.3796133,42.41193354,10661.49545
2012614,12.52753926,2.307399347,38894.1927,252.7307526,44.87221742,11340.58928
2012615,12.50920884,1.802715044,35963.62511,262.4707412,32.41608401,8508.273597
2012616,12.61192758,2.17819303,38614.53256,257.3882573,42.05495284,10824.45102
2012617,11.14922446,2.231311742,38825.80098,254.1148584,43.31623281,11007.29837
2012618,12.41885635,2.37170979,41777.58656,264.9106606,49.54215552,13124.24515
2012619,12.41211231,2.384366278,42502.20966,257.2420933,50.67041773,13034.56432
2012620,12.46695073,2.266556153,39545.4014,248.845257,44.81593643,11152.23322
2012621,12.09533632,2.416410513,41218.8306,260.2451218,49.8008078,12960.41729
2012622,11.9113882,2.222421862,45345.52988,262.3618402,50.38844847,13220.00607
2012623,12.0943682,2.379850422,43688.18657,256.1822788,51.98567462,13317.80859
2012624,12.17366011,2.187273401,39387.86105,256.3302469,43.0760104,11041.68438
2012625,12.39444236,2.129605165,39918.20889,259.8776766,42.50501191,11046.10374
2012626,11.81735579,1.925769879,40680.38535,254.5036104,39.17053039,9969.041405
2012627,12.07661104,2.163885436,39754.4109,254.8038443,43.01199538,10959.62177
2012628,12.43471952,2.1046392,41874.17771,253.1831672,44.06501794,11156.5208
2012629,12.30879473,2.369484425,43555.91905,260.7227953,51.6025359,13453.95741
2012630,12.11827827,2.127109421,30206.50034,266.5426434,32.12626572,8563.019789
2012631,11.91210238,2.138658923,45782.66454,263.9165118,48.95675202,12920.49522
2012632,11.92777423,2.342463059,37315.32433,257.2462047,43.70488439,11242.91564
2012633,12.38841838,2.178351023,39192.70646,250.3538747,42.68773611,10687.04014
2012634,11.48962517,2.313954849,43608.72287,257.7311164,50.45430787,13003.6451
2012635,11.67704911,2.153094952,40820.39783,259.9910689,43.94509625,11425.33255
2012636,12.03928573,2.279433927,44896.96844,259.9559413,51.16983654,13301.90302
2012637,12.217585,2.153583281,45173.74764,258.2854829,48.64271383,12563.70683
2012638,12.42838099,2.143210796,38892.06443,254.0698905,41.67694618,10588.85715
2012639,12.3572425,2.4504966,42153.18299,256.1043204,51.6481158,13227.3056
2012640,12.53989549,2.112798882,40069.90756,247.58272,42.32982795,10480.13394
2012641,12.13969129,2.135106002,39710.50627,251.2486256,42.39307014,10651.20061
2012642,11.88629874,2.167443218,47130.55027,272.4568771,51.07639577,13916.11529
2012643,12.31030834,2.209788637,38852.4791,251.9918623,42.92788342,10817.47729
2012644,11.56012926,2.503421801,42475.26174,267.9485948,53.16674812,14245.95545
2012645,12.12413154,2.237691017,41738.28724,259.5849551,46.69869521,12122.2787
2012646,12.32097729,2.474013772,41548.38986,264.6732734,51.39564436,13603.05343
2012647,12.07385784,2.068925305,39708.47253,255.8881506,41.07693182,10511.10012
2012648,11.48954693,2.248286857,44979.54074,262.4102174,50.56345514,13268.36726
2012649,12.42080996,2.136072699,39308.636,254.7238408,41.9830521,10694.08428
2012650,12.02183616,2.277213092,38359.77603,260.5831928,43.67669209,11381.41188
2012651,12.36717372,2.370210708,41748.78476,259.9456988,49.47670834,12861.25752
2012652,12.58820844,2.297835177,44376.96993,259.573863,50.98548128,13234.49833
2012653,12.3409356,2.1171048,40507.0379,255.2304468,42.87882219,10943.98094
2012654,12.46512395,2.255840377,38276.41983,258.2653773,43.17274667,11150.02571
2012655,11.80634691,2.131489646,39558.27163,259.4751477,42.1590232,10939.21877
2012656,12.19472952,2.182797312,38693.20328,253.6263179,42.22971006,10710.56587
2012657,12.32049135,2.333520219,43270.18834,258.9046916,50.48592969,13071.04406
